"","ResponseId","Q2","Q11","t2"
"83","R_21bKSlDvCEMwGI8","missouri","corn","corn"
"84","R_cZKkcqz6CsFoulz","tennessee","tomatoes","tomatoes onions"
"85","R_cZKkcqz6CsFoulz","tennessee","onions","tomatoes onions"
"86","R_cZKkcqz6CsFoulz","tennessee","potatoes","potatoes"
"87","R_cZKkcqz6CsFoulz","tennessee","corn","corn"
"88","R_UACKkWTfTEatqFP","louisiana","cotton","cotton"
"89","R_2PByTVAY61p6BO1","tennessee","okra","okra"
"90","R_W8wRZmaMaJV7BQt","mississippi","fries","fries chicken eggs"
"91","R_W8wRZmaMaJV7BQt","mississippi","chicken","fries chicken eggs"
"92","R_W8wRZmaMaJV7BQt","mississippi","eggs","fries chicken eggs"
"93","R_1FKhqMOiC9l8pcV","arkansas","rice","rice"
"94","R_1i8mg50u4l29ySp","tennessee","apple","apple"
"95","R_1i8mg50u4l29ySp","tennessee","oranges","oranges"
"96","R_1i8mg50u4l29ySp","tennessee","peaches","peaches"
"97","R_O7t96CHYO1BSMYV","mississippi","seafood","fish"
"98","R_2uwIGXQUUW9s95a","arkansas","soybeans","soybeans"
"99","R_3dHbrOEf2YJc7zR","arkansas","corn","corn"
"100","R_2R2pBFsLTG7EPBA","louisiana","seafood","crawfish"
"101","R_1Ig61RtxEFxaEKy","missouri","gumbo","gumbo"
"102","R_1femMDuDa4308t6","arkansas","cotton","cotton"
"103","R_2wuHzNWG1NHjN9m","tennessee","eggs","eggs"
"104","R_3Jz7f1CjMViOIDS","mississippi","okra","okra"
"105","R_28ZLcOF2mg5ec3n","louisiana","watermelon","watermelon"
"106","R_3k5OWxnQXRbgm7M","louisiana","apple","apple"
"107","R_sZnLzBpl6aKimxr","tennessee","barbecue","barbecue"
"108","R_1jfVzukmaXlErQc","tennessee","barbecue","barbecue"
"109","R_w7txZSWBfWQhfzj","missouri","corn","corn"
"110","R_3PTSaEW0yvrQhJr","arkansas","corn","corn"
"111","R_3Oku1nKTYSw4cOX","mississippi","corn","corn"
"112","R_1K0GwPlw2cfAfnl","tennessee","corn","corn"
"113","R_cAzJbmjq6hL891f","arkansas","rice","rice"
"114","R_s5vjz3d0xQLmAox","louisiana","rice","rice"
"115","R_2z8SN691VJolrek","louisiana","rice","rice"
"116","R_Zy6khjmj15btUnD","tennessee","soybeans","soybeans"
"117","R_3oGSjmbPr6r3FcM","louisiana","sugarcane","sugarcane"
"118","R_1QLVxeqwKwJ9zUs","tennessee","grains","grains"
"119","R_1QLVxeqwKwJ9zUs","tennessee","rice","rice"
"120","R_1QLVxeqwKwJ9zUs","tennessee","soybeans","soybeans"
"121","R_1QLVxeqwKwJ9zUs","tennessee","sugarcane","sugarcane"
"122","R_O0CuNmkwlNed3sl","tennessee","beef","beef"
"123","R_3fPjQW3VLLegKC7","tennessee","corn","corn"
"124","R_3fPjQW3VLLegKC7","tennessee","soybeans","soybeans"
"125","R_3fPjQW3VLLegKC7","tennessee","chicken","chicken"
"126","R_3fPjQW3VLLegKC7","tennessee","pork","pork"
"127","R_3RjDD4PGHNmaM6G","arkansas","seafood","fish"
"128","R_3ERmWNvUpfLTY7D","tennessee","rice","rice"
"129","R_8p04YfdzELZuabL","louisiana","seafood","shrimp"
"130","R_8p04YfdzELZuabL","louisiana","seafood","crawfish"
"131","R_3isQGaX2ivKeXH3","louisiana","sugarcane","sugarcane"
"132","R_2DZDmeF3mRz6RiQ","arkansas","chicken","chicken"
"133","R_2DZDmeF3mRz6RiQ","arkansas","turkey","turkey"
"134","R_dhiusyKTIRym18Z","tennessee","chicken","chicken"
"135","R_DucQOojq7L8GAN3","arkansas","rice","rice"
"136","R_DucQOojq7L8GAN3","arkansas","chicken","chicken"
"137","R_xgXkjpDjzn3oyhb","tennessee","pork","pork"
"138","R_300Nf0sbuiilWUs","tennessee","sorghum","sorghum"
"139","R_ddpmpVDzgvtmA0N","arkansas","rice","rice"
"140","R_3QLaGoVejK5Ypsr","arkansas","rice","rice"
"141","R_3QLaGoVejK5Ypsr","arkansas","soybeans","soybeans"
"142","R_3QLaGoVejK5Ypsr","arkansas","corn","corn"
"143","R_307Wlohbz9F8HyO","missouri","walnuts","walnuts"
"144","R_306pq5YpKc2h9Be","mississippi","grits","grits"
"145","R_306pq5YpKc2h9Be","mississippi","rice","rice"
"146","R_306pq5YpKc2h9Be","mississippi","corn","corn"
"147","R_2D1Fh8VbyCJQS8w","missouri","soybeans","soybeans corn"
"148","R_2D1Fh8VbyCJQS8w","missouri","corn","soybeans corn"
"149","R_1IHjIoiFO4LNnwz","louisiana","rice","rice"
"150","R_3KJifjiGpEGLOrP","arkansas","persimmons","persimmons"
"151","R_2QFBEGjSQvOtmlT","missouri","corn","corn"
"152","R_7PMnyWlaLy2DKCJ","tennessee","seafood","shrimp"
"153","R_1CKMYkZ1UXX8D0A","missouri","seafood","fish"
"154","R_RhlKZv4Vv5f65RT","louisiana","grains","grains"
"155","R_2anI7Nk9yrTTeqx","arkansas","soybeans","soybeans"
"156","R_12ncz99768UOzNv","mississippi","seafood","seafood"
"157","R_2UhhIJO5gfYM1sw","mississippi","seafood","fish"
"158","R_2E5BisXo859xthF","louisiana","burgers","burgers"
"159","R_2dvdsvmpLxhBFLF","arkansas","fries","fries"
"160","R_Qn6ZD58bb0bHDGx","tennessee","seafood","fish"
"161","R_7Nvtkq5bJMmVhAJ","tennessee","soybeans","soybeans"
"162","R_cUalsLI5PR9m2oF","louisiana","cajun","cajun"
"163","R_2Pz2zmHuPQOLHjq","louisiana","sugarcane","sugarcane"
"164","R_2vlaA1s0dkjlVjv","mississippi","seafood","fish"
"165","R_2sdoTrweXFD5V0g","arkansas","friedpickles","friedpickles"
"166","R_2EHnx2ylSwQcSzm","missouri","cucumber","cucumber"
"167","R_1OTz7cmtvW9Z8oj","louisiana","seafood","seafood"
"168","R_wL5cujiaxZ5ub5v","tennessee","cabbage","cabbage"
"169","R_wL5cujiaxZ5ub5v","tennessee","greenbeans","greenbeans"
"170","R_wL5cujiaxZ5ub5v","tennessee","peas","peas"
"171","R_12A1Meacz3mBpZX","arkansas","carrots","carrots"
"172","R_3LXuuVFMr38Zk4g","missouri","carrots","carrots"
"173","R_3LXuuVFMr38Zk4g","missouri","strawberries","strawberries"
"174","R_3LXuuVFMr38Zk4g","missouri","oranges","oranges"
"175","R_3LXuuVFMr38Zk4g","missouri","celery","celery"
"176","R_ABaXvlDhbnkFaoN","louisiana","carrots","carrots"
"177","R_ABaXvlDhbnkFaoN","louisiana","milk","milk"
"178","R_ABaXvlDhbnkFaoN","louisiana","vegetables","vegetables"
"179","R_2U9Gq2TphxFs8Tq","mississippi","seafood","fish"
"180","R_3J9PfKxzWj47QpB","tennessee","corn","corn"
"181","R_3J9PfKxzWj47QpB","tennessee","soybeans","soybeans"
"182","R_2w6sjvzMr9FNbon","louisiana","seafood","crawfish"
"183","R_DGpKFofphGceHVT","mississippi","chicken","chicken"
"184","R_12GvIsSkKLtze62","missouri","chicken","chicken"
"185","R_2ZBQXdtsolAGJzc","arkansas","corn","corn"
"186","R_12QgrgBL15Cr78g","tennessee","peanuts","peanuts"
"187","R_2R9OS6hQmgbImgD","missouri","honey","honey"
"188","R_12lgzoXg2RXxA1j","tennessee","soybeans","soybeans"
"189","R_12lgzoXg2RXxA1j","tennessee","chicken","chicken"
"190","R_reb9j6ge8XQ4eat","missouri","watermelon","watermelon"
"191","R_reb9j6ge8XQ4eat","missouri","pumpkin","pumpkin"
"192","R_scyOQQVpNBj45Kp","tennessee","burgers","burgers"
"193","R_32LMGDBbdhtusxM","missouri","corn","corn"
"194","R_1ifYJFcSEa4YEF5","louisiana","boudin","boudin"
"195","R_6JPpD44kDaROUP7","tennessee","mudpie","mudpie"
"196","R_PZkKrP9oLwImGoV","mississippi","salad","salad"
"197","R_2ffyo5dCf4RVR1Q","mississippi","chicken","chicken"
"198","R_3lDrpgYoFGBcjd7","mississippi","seafood","crawfish"
"199","R_3nHEWNq2pWMqPxk","missouri","chicken","chicken"
"200","R_1I4qvophyoD3ae1","louisiana","crabboil","crabboil"
"201","R_TuUZ9I5B2r816X7","arkansas","seafood","fish"
"202","R_3K0oeaCobJyXJux","tennessee","beef","beef"
"203","R_300pIARYGb4oPGQ","arkansas","seafood","fish"
"204","R_2qeZ5QZu4qRkUOu","arkansas","seafood","fish"
"205","R_1mxfl6FNHxPLA49","arkansas","ham","ham"
"206","R_1feen7wgfyo194I","arkansas","ribs","ribs"
"207","R_1l0EEbvjoyILd7A","arkansas","chili","chili"
"208","R_eEytfWxSRP2S093","missouri","meat","meat"
"209","R_881fKdnoK9NMWM9","tennessee","none","none"
"210","R_1hXsbdYsY8nNztw","missouri","beef","beef"
"211","R_22EKbbiEPtIpytC","arkansas","corn","corn"
"212","R_1q9YUdohPrgqkdJ","missouri","tobacco","tobacco"
"213","R_1q9YUdohPrgqkdJ","missouri","cotton","cotton"
"214","R_3oKM0Z0maPKE7ZO","louisiana","seafood","fish"
"215","R_3oKM0Z0maPKE7ZO","louisiana","chicken","chicken"
"216","R_3oKM0Z0maPKE7ZO","louisiana","bread","bread"
"217","R_2OPf7A7rtPisK1B","tennessee","corn","corn"
"218","R_pF3ikd1guXBYDGF","missouri","gumbo","gumbo"
"219","R_3O7y6jW29GCxT2R","mississippi","soybeans","soybeans"
"220","R_25Nt93AHs5wKN03","arkansas","none","none"
"221","R_1mEgpHzr9DWS0AP","arkansas","rice","rice soybean"
"222","R_1mEgpHzr9DWS0AP","arkansas","soybean","rice soybean"
"223","R_2fiB4oxoHTvIksa","arkansas","seafood","fish"
"224","R_2fiB4oxoHTvIksa","arkansas","seafood","shrimp"
"225","R_2pQOfwfLvPHOIHd","tennessee","seafood","fish"
"226","R_2afr7EMkyA40VfT","missouri","corn","corn"
"227","R_6WFtKRo5HWO8D05","tennessee","burgers","burgers"
"228","R_3nHv5WMBa23QRFt","louisiana","sugarcane","sugarcane"
"229","R_3nHv5WMBa23QRFt","louisiana","soybeans","soybeans"
"230","R_2aeiotnsywye4Dy","missouri","deltatamales","deltatamales"
"231","R_3s4uPnPySqFDQLH","louisiana","friedpickles","friedpickles"
"232","R_3s4uPnPySqFDQLH","louisiana","deltatamales","deltatamales"
"233","R_1I6PZ8l7dCVCls6","tennessee","seafood","crawfish"
"234","R_3RaLEbIiJsMfa7K","missouri","barbecue","barbecue"
"235","R_3iBZOjbvjcuHklu","tennessee","barbecue","barbecue"
"236","R_8AkyGtTm4tuSvLj","missouri","soybeans","soybeans"
"237","R_1lav0sunNG0Qmfz","mississippi","soybeans","soybeans"
"238","R_3jdGGJPu6R8QTke","tennessee","soybeans","soybeans"
"239","R_2ALU7wXvI5QzvVv","arkansas","soybeans","soybeans"
"240","R_22Mm9oIww4BbR5F","arkansas","berries","berries"
"241","R_1r1eZsZzQ9D7W7T","tennessee","biscuits","biscuits"
"242","R_2EF9ot7XdcZZVPZ","mississippi","seafood","fish"
"243","R_1DXYFwSQN6zF7BZ","tennessee","catfish","catfish walleye bass"
"244","R_1DXYFwSQN6zF7BZ","tennessee","walleye","catfish walleye bass"
"245","R_1DXYFwSQN6zF7BZ","tennessee","bass","catfish walleye bass"
"246","R_uro95TXdK7IwFB7","arkansas","chicken","chicken"
"247","R_3M9g5gVVKkAPoDs","arkansas","chicken","chicken"
"248","R_rkijmAYC2U7bBOV","mississippi","chicken","chicken"
"249","R_3GdjF3qGZMkWDkb","mississippi","chicken","chicken"
"250","R_1hXwXAfGo51cjec","tennessee","corn","corn"
"251","R_8p4gt89jsUJUwqB","tennessee","corn","corn"
"252","R_3hfMF7EhZgxP0Z8","arkansas","corn","corn"
"253","R_1j9EB3lwccW9Uyq","mississippi","corn","corn"
"254","R_1ImcJGPYZNFjFRF","tennessee","corn","corn"
"255","R_1N1TQJhstpZZArS","tennessee","corn","corn"
"256","R_1LRtkeqS8gOzilj","louisiana","corn","corn"
"257","R_3dREXbRV6YlTHvY","arkansas","corn","corn"
"258","R_1nPZCQY9nuIecSj","arkansas","corn","corn rice"
"259","R_1nPZCQY9nuIecSj","arkansas","rice","corn rice"
"260","R_3k7gkQCIMn7zeoq","missouri","corn","corn"
"261","R_3k7gkQCIMn7zeoq","missouri","soybeans","soybeans"
"262","R_22Rg53VseMVo71q","louisiana","cotton","cotton"
"263","R_1fjZh0XZmgL37Tr","mississippi","cotton","cotton"
"264","R_2trIPu5HBM0td3e","louisiana","cracklins","cracklins"
"265","R_xt4DP40Yi9F0NMJ","arkansas","seafood","crawfish"
"266","R_1EhX3irrvj8Mcod","tennessee","fruit","fruit"
"267","R_2aRXfnq95ne7Vdh","louisiana","greens","greens"
"268","R_3egnVJ7waFYpSnP","arkansas","hotdogs","hotdogs"
"269","R_2frnJtyV4GtAPTW","missouri","none","none"
"270","R_UgQkGH9XK62NdqF","louisiana","jambalaya","jambalaya"
"271","R_27qITEcHl4P4tSd","tennessee","melons","melons"
"272","R_D6LCldz8wj7UM5X","arkansas","mudpie","mudpie"
"273","R_322vCWidCAL08s9","louisiana","none","none"
"274","R_UX4SH9R034cT6Wl","missouri","none","none"
"275","R_9WFdQtnJiwcPAw9","missouri","peaches","peaches"
"276","R_2WUbusOBjbYiaF9","louisiana","peas","peas
pecans
peaches"
"277","R_2WUbusOBjbYiaF9","louisiana","pecans","peas
pecans
peaches"
"278","R_2WUbusOBjbYiaF9","louisiana","peaches","peas
pecans
peaches"
"279","R_3ERLl9LouSonNWx","missouri","pork","pork"
"280","R_VWJJW8aCtVMMj6x","arkansas","potatoes","potatoes"
"281","R_2SqObJChMQv0ois","arkansas","rice","rice"
"282","R_1hS7pxpqjR0suzL","tennessee","rice","rice"
"283","R_2rqMYwjz8ABlALh","arkansas","rice","rice"
"284","R_2460HniuQGxmDen","arkansas","rice","rice"
"285","R_2PiMpsFMYymP8UF","missouri","rice","rice"
"286","R_Olk06nJNiMuai2J","missouri","rice","rice"
"287","R_3HFbCBzPORU0BYH","arkansas","rice","rice"
"288","R_yHD93FagsBQjc5j","mississippi","rice","rice hay"
"289","R_yHD93FagsBQjc5j","mississippi","hay","rice hay"
"290","R_2feQAlHYBk9HpMq","mississippi","rice","rice"
"291","R_2feQAlHYBk9HpMq","mississippi","soybeans","soybeans"
"292","R_DtVqFM7Mv42zSXn","tennessee","rice","rice"
"293","R_DtVqFM7Mv42zSXn","tennessee","corn","corn"
"294","R_DtVqFM7Mv42zSXn","tennessee","soybeans","soybeans oranges"
"295","R_DtVqFM7Mv42zSXn","tennessee","oranges","soybeans oranges"
"296","R_DtVqFM7Mv42zSXn","tennessee","pineapple","pineapple"
"297","R_1goIVfvTvrbnmJW","arkansas","rice","rice"
"298","R_1goIVfvTvrbnmJW","arkansas","wheat","wheat"
"299","R_3CIXxbdp3H1vN7s","arkansas","rice","rice"
"300","R_23ZZFSye7yXqTNd","arkansas","seafood","seafood"
"301","R_DJ2WJbb2jrkpJsJ","louisiana","seafood","seafood"
"302","R_1gc50Pn0u49o66K","mississippi","seafood","shrimp"
"303","R_1Cx7sQMbi8xEBws","tennessee","soulfood","soulfood"
"304","R_wRYTguHw0ad4Ii5","missouri","soybeans","soybeans"
"305","R_10IOLrIQJeb5pRm","mississippi","soybeans","soybeans"
"306","R_RIX4Mbwr6lkVSo1","missouri","soybeans","soybeans"
"307","R_RIX4Mbwr6lkVSo1","missouri","corn","corn"
"308","R_qL70MAnLYxHbGcV","missouri","soybeans","soybeans"
"309","R_3NJz0StAdtLO0Dk","missouri","soybeans","soybeans"
"310","R_sGQ7YR7ffi1Gked","arkansas","soybeans","soybeans"
"311","R_6swzRuKu2PPvZKh","arkansas","soybeans","soybeans"
"312","R_DMZwudiC7MCDl5f","missouri","soybeans","soybeans"
"313","R_vYJJOqz7DBeFfJD","louisiana","strawberries","strawberries"
"314","R_zffQxkcbi8dZ7XP","louisiana","sugarcane","sugarcane"
"315","R_9ts3XSUmniyWhTr","louisiana","sugarcane","sugarcane"
"316","R_W08OCDLBCcJNkid","tennessee","tobacco","tobacco"
"317","R_1IENNfwe3UBPhYJ","missouri","watermelon","watermelon"
"318","R_1gGu7GIo8RWywDr","missouri","wheat","wheat"
"319","R_BYaZGtJ6lMpAJgZ","missouri","wheat","wheat"
"320","R_20ZhjSkkv69x7pi","missouri","wheat","wheat"
"321","R_25si3at0M2qgaMA","missouri","wheat","wheat"
"322","R_C3v9p4utMuCTyeJ","tennessee","corn","corn"
"323","R_3jVGfK3mvPgsexm","arkansas","cotton","cotton soybeans rice corn"
"324","R_3jVGfK3mvPgsexm","arkansas","soybeans","cotton soybeans rice corn"
"325","R_3jVGfK3mvPgsexm","arkansas","rice","cotton soybeans rice corn"
"326","R_3jVGfK3mvPgsexm","arkansas","corn","cotton soybeans rice corn"
"327","R_1jTkHYYPJYrV7nU","louisiana","greens","greens"
"328","R_2bIbzXrxEZKoFK4","arkansas","pork","pork"
"329","R_1kIJwYD7ptZuebI","mississippi","potatoes","potatoes"
"330","R_1kIJwYD7ptZuebI","mississippi","corn","corn"
"331","R_1kIJwYD7ptZuebI","mississippi","peas","peas"
"332","R_3Msd4YDc6biKHys","arkansas","rice","rice"
"333","R_302IFSrdFsUamlM","louisiana","seafood","shrimp"
"334","R_abNqQu7Gm5F5IY1","mississippi","wheat","wheat"
"335","R_AgnSa8NyQRtOFdn","tennessee","corn","corn   sorghum  rice  sugar"
"336","R_AgnSa8NyQRtOFdn","tennessee","sorghum","corn   sorghum  rice  sugar"
"337","R_AgnSa8NyQRtOFdn","tennessee","rice","corn   sorghum  rice  sugar"
"338","R_AgnSa8NyQRtOFdn","tennessee","sugar","corn   sorghum  rice  sugar"
"339","R_30dSdiVkQBdKFbp","louisiana","greens","greens"
"340","R_30dSdiVkQBdKFbp","louisiana","cornbread","cornbread"
"341","R_29tvsW3fX3lvGrE","tennessee","gumbo","gumbo"
"342","R_2U9L3sII2mPnczI","tennessee","none","none"
"343","R_1GEbazY4sTfqDoM","arkansas","seafood","fish"
"344","R_31ZR649ObxPqTYC","arkansas","corn","corn"
"345","R_21dq62J3Pr2PwFf","arkansas","corn","corn"
"346","R_p0q15WuNJB7nEVX","louisiana","seafood","crawfish"
"347","R_p0q15WuNJB7nEVX","louisiana","rice","rice"
"348","R_p0q15WuNJB7nEVX","louisiana","okra","okra"
"349","R_1MTmruJPz8dfvME","louisiana","corn","corn"
"350","R_1MTmruJPz8dfvME","louisiana","rice","rice"
"351","R_RWgGvDT5kzgjFKN","tennessee","cotton","cotton"
"352","R_3FKlcaTfJqDfR1p","missouri","beets","beets"
"353","R_3FKlcaTfJqDfR1p","missouri","corn","corn"
"354","R_3et3J7o58yaO1Ai","tennessee","corn","corn"
"355","R_3et3J7o58yaO1Ai","tennessee","potatoes","potatoes"
"356","R_SUUCiVYZDXx4SAx","missouri","corn","corn"
"357","R_2RQ6chgrkULGokO","missouri","seafood","crawfish"
"358","R_3Pnv0l16kdpithb","tennessee","okra","okra"
"359","R_2Sdxw3rsdtxYPOZ","missouri","corn","corn"
"360","R_OrtmMwqVBGosNUd","missouri","corn","corn potatoes"
"361","R_OrtmMwqVBGosNUd","missouri","potatoes","corn potatoes"
"362","R_5yYkMQp0YVhidRn","louisiana","corn","corn sugarcane"
"363","R_5yYkMQp0YVhidRn","louisiana","sugarcane","corn sugarcane"
"364","R_3kc5EzVK2SfouSu","missouri","cotton","cotton"
"365","R_3CWv5Q0xcEGyCYg","mississippi","cotton","cotton"
"366","R_3Hwx7aVZ0BKhSKA","tennessee","rice","rice"
"367","R_6KHK9nJ7vJ17nYB","arkansas","rice","rice"
"368","R_6KHK9nJ7vJ17nYB","arkansas","soybeans","soybeans"
"369","R_6KHK9nJ7vJ17nYB","arkansas","corn","corn"
"370","R_XU7jxxCDaukwa7D","arkansas","soybeans","soybeans"
"371","R_3ERJGibVf9qgCwY","arkansas","soybeans","soybeans"
"372","R_2U9nIq3WxrrwJKq","missouri","corn","corn"
"373","R_1PZdG5UFaKe7RT8","arkansas","rice","rice"
"374","R_1i42hCcaxqeVX8G","louisiana","rice","rice"
"375","R_1i42hCcaxqeVX8G","louisiana","sugarcane","sugarcane"
"376","R_PG7PjyCPKeqTkNH","arkansas","friedpickles","friedpickles"
"377","R_eJQ3XC5Qnp1rgCR","arkansas","chicken","chicken"
"378","R_1dnIFZ3QcmQNmbs","tennessee","cotton","cotton"
"379","R_1dnIFZ3QcmQNmbs","tennessee","corn","corn"
"380","R_3JC5FzXIheLpAfI","mississippi","peaches","peaches"
"381","R_2PinBGnJcFybN89","louisiana","sugarcane","sugarcane"
"382","R_1oI0uYfPhxp8pob","tennessee","seafood","fish shrimp"
"383","R_1oI0uYfPhxp8pob","tennessee","seafood","fish shrimp"
"384","R_VW6iEjl9V5M0ssF","missouri","seafood","fish"
"385","R_2AEHD1nZwwoPWjs","louisiana","seafood","seafood shrimp"
"386","R_2AEHD1nZwwoPWjs","louisiana","seafood","seafood shrimp"
"387","R_2AEHD1nZwwoPWjs","louisiana","seafood","fish"
"388","R_12nA0dEYYozbdfK","tennessee","jambalaya","jambalaya"
"389","R_2VamYsZRPuC1Sdf","tennessee","seafood","fish"
"390","R_0TlzullSleRIqM9","louisiana","cotton","cotton"
"391","R_2uKUOALhcfDSHnt","louisiana","cotton","cotton"
"392","R_O9I2XuHB7hzHKbD","louisiana","seafood","crawfish"
"393","R_eV9Fyb7HVtCvlvz","arkansas","seafood","crawfish"
"394","R_3ETmBxlLPbqCp8w","louisiana","seafood","fish"
"395","R_ALR55JZJ4YmRPRD","louisiana","rice","rice"
"396","R_3JKmnU3VfiakVPi","louisiana","catfish","catfish 
walleye
bass"
"397","R_3JKmnU3VfiakVPi","louisiana","walleye","catfish 
walleye
bass"
"398","R_3JKmnU3VfiakVPi","louisiana","bass","catfish 
walleye
bass"
"399","R_1jlD21juAlBvGX1","arkansas","gumbo","gumbo"
"400","R_1jlD21juAlBvGX1","arkansas","jambalaya","jambalaya"
"401","R_1jlD21juAlBvGX1","arkansas","etouffee","etouffee"
"402","R_1jlD21juAlBvGX1","arkansas","boudin","boudin"
